gen,best fitness,best individual,best confidence,best success,true label,predicted label,average fitness,std fitness,prediction
0,0.816576361656189,"[array([ 23,  20, 111, 230, 138]), array([ 7, 25, 61, 17, 97]), array([ 10,  25,  93, 142, 174])]",1385.2043,False,0,0,0.7200259685516357,0.0379135202608252,"[<tf.Tensor: shape=(), dtype=float32, numpy=1385.204345703125>, <tf.Tensor: shape=(), dtype=float32, numpy=-493.49945068359375>, <tf.Tensor: shape=(), dtype=float32, numpy=449.5557861328125>, <tf.Tensor: shape=(), dtype=float32, numpy=449.49371337890625>, <tf.Tensor: shape=(), dtype=float32, numpy=-368.5480651855469>, <tf.Tensor: shape=(), dtype=float32, numpy=-7.361806392669678>, <tf.Tensor: shape=(), dtype=float32, numpy=-399.6170654296875>, <tf.Tensor: shape=(), dtype=float32, numpy=-86.22225952148438>, <tf.Tensor: shape=(), dtype=float32, numpy=-505.3150939941406>, <tf.Tensor: shape=(), dtype=float32, numpy=-305.06622314453125>]"
1,0.8398413062095642,"[array([  8,  10, 223, 194, 248]), array([  1,   6, 251, 200,  64]), array([ 17,  10,  61, 140,  39])]",1389.9856,False,0,0,0.7342283397912979,0.04174655339663183,"[<tf.Tensor: shape=(), dtype=float32, numpy=1389.985595703125>, <tf.Tensor: shape=(), dtype=float32, numpy=-572.9263305664062>, <tf.Tensor: shape=(), dtype=float32, numpy=481.1788024902344>, <tf.Tensor: shape=(), dtype=float32, numpy=491.3279724121094>, <tf.Tensor: shape=(), dtype=float32, numpy=-380.9948425292969>, <tf.Tensor: shape=(), dtype=float32, numpy=23.025400161743164>, <tf.Tensor: shape=(), dtype=float32, numpy=-350.7332763671875>, <tf.Tensor: shape=(), dtype=float32, numpy=-110.17538452148438>, <tf.Tensor: shape=(), dtype=float32, numpy=-534.9229736328125>, <tf.Tensor: shape=(), dtype=float32, numpy=-317.5265808105469>]"
2,0.8398413062095642,"[array([  8,  10, 223, 194, 248]), array([  1,   6, 251, 200,  64]), array([ 17,  10,  61, 140,  39])]",1389.9856,False,0,0,0.7541839763522148,0.044932132288406444,"[<tf.Tensor: shape=(), dtype=float32, numpy=1389.985595703125>, <tf.Tensor: shape=(), dtype=float32, numpy=-572.9263305664062>, <tf.Tensor: shape=(), dtype=float32, numpy=481.1788024902344>, <tf.Tensor: shape=(), dtype=float32, numpy=491.3279724121094>, <tf.Tensor: shape=(), dtype=float32, numpy=-380.9948425292969>, <tf.Tensor: shape=(), dtype=float32, numpy=23.025400161743164>, <tf.Tensor: shape=(), dtype=float32, numpy=-350.7332763671875>, <tf.Tensor: shape=(), dtype=float32, numpy=-110.17538452148438>, <tf.Tensor: shape=(), dtype=float32, numpy=-534.9229736328125>, <tf.Tensor: shape=(), dtype=float32, numpy=-317.5265808105469>]"
3,0.8422935009002686,"[array([ 14,  27, 197,  52, 138]), array([  9,  20,  81, 167,  44]), array([ 13,  27, 195, 199, 192])]",1408.7483,False,0,0,0.7735088482499123,0.04024673878916586,"[<tf.Tensor: shape=(), dtype=float32, numpy=1408.748291015625>, <tf.Tensor: shape=(), dtype=float32, numpy=-499.390625>, <tf.Tensor: shape=(), dtype=float32, numpy=483.7523193359375>, <tf.Tensor: shape=(), dtype=float32, numpy=447.19891357421875>, <tf.Tensor: shape=(), dtype=float32, numpy=-370.67919921875>, <tf.Tensor: shape=(), dtype=float32, numpy=-17.503599166870117>, <tf.Tensor: shape=(), dtype=float32, numpy=-355.550537109375>, <tf.Tensor: shape=(), dtype=float32, numpy=-131.25914001464844>, <tf.Tensor: shape=(), dtype=float32, numpy=-507.63055419921875>, <tf.Tensor: shape=(), dtype=float32, numpy=-334.31805419921875>]"
4,0.8577032685279846,"[array([  4,   1, 223, 194, 248]), array([  1,   6, 255, 200,  46]), array([ 15,  29, 200, 195, 192])]",1387.057,False,0,0,0.7686354160308838,0.040440825397399426,"[<tf.Tensor: shape=(), dtype=float32, numpy=1387.0570068359375>, <tf.Tensor: shape=(), dtype=float32, numpy=-513.993896484375>, <tf.Tensor: shape=(), dtype=float32, numpy=477.9492492675781>, <tf.Tensor: shape=(), dtype=float32, numpy=465.8121643066406>, <tf.Tensor: shape=(), dtype=float32, numpy=-365.9531555175781>, <tf.Tensor: shape=(), dtype=float32, numpy=7.859171390533447>, <tf.Tensor: shape=(), dtype=float32, numpy=-379.3043212890625>, <tf.Tensor: shape=(), dtype=float32, numpy=-113.0685806274414>, <tf.Tensor: shape=(), dtype=float32, numpy=-498.17523193359375>, <tf.Tensor: shape=(), dtype=float32, numpy=-344.8158874511719>]"
