gen,best fitness,best individual,best confidence,best success,true label,predicted label,average fitness,std fitness,prediction
0,0.8096345067024231,"[array([ 25,  13, 161,  10, 192]), array([ 19,  18,  68,  30, 170]), array([ 14,  11, 180, 142, 250])]",1033.7015,False,1,1,0.719144070148468,0.04829438908438169,"[<tf.Tensor: shape=(), dtype=float32, numpy=22.430145263671875>, <tf.Tensor: shape=(), dtype=float32, numpy=1033.7015380859375>, <tf.Tensor: shape=(), dtype=float32, numpy=-464.8503112792969>, <tf.Tensor: shape=(), dtype=float32, numpy=-130.42674255371094>, <tf.Tensor: shape=(), dtype=float32, numpy=-600.261962890625>, <tf.Tensor: shape=(), dtype=float32, numpy=-372.94940185546875>, <tf.Tensor: shape=(), dtype=float32, numpy=-117.82293701171875>, <tf.Tensor: shape=(), dtype=float32, numpy=-489.72259521484375>, <tf.Tensor: shape=(), dtype=float32, numpy=13.912145614624023>, <tf.Tensor: shape=(), dtype=float32, numpy=849.6026000976562>]"
1,0.8286348581314087,"[array([ 14,   7, 172,  13, 142]), array([ 18,  21,  83, 167,  53]), array([17,  3, 57, 57, 94])]",987.7668,False,1,1,0.7420187205076217,0.03809250954111578,"[<tf.Tensor: shape=(), dtype=float32, numpy=-67.69867706298828>, <tf.Tensor: shape=(), dtype=float32, numpy=987.7667846679688>, <tf.Tensor: shape=(), dtype=float32, numpy=-438.76763916015625>, <tf.Tensor: shape=(), dtype=float32, numpy=-103.00633239746094>, <tf.Tensor: shape=(), dtype=float32, numpy=-623.8947143554688>, <tf.Tensor: shape=(), dtype=float32, numpy=-303.42340087890625>, <tf.Tensor: shape=(), dtype=float32, numpy=-56.70138931274414>, <tf.Tensor: shape=(), dtype=float32, numpy=-476.86444091796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-36.7661247253418>, <tf.Tensor: shape=(), dtype=float32, numpy=855.1817016601562>]"
2,0.8286348581314087,"[array([ 14,   7, 172,  13, 142]), array([ 18,  21,  83, 167,  53]), array([17,  3, 57, 57, 94])]",987.7668,False,1,1,0.7513012409210205,0.033835421656261605,"[<tf.Tensor: shape=(), dtype=float32, numpy=-67.69867706298828>, <tf.Tensor: shape=(), dtype=float32, numpy=987.7667846679688>, <tf.Tensor: shape=(), dtype=float32, numpy=-438.76763916015625>, <tf.Tensor: shape=(), dtype=float32, numpy=-103.00633239746094>, <tf.Tensor: shape=(), dtype=float32, numpy=-623.8947143554688>, <tf.Tensor: shape=(), dtype=float32, numpy=-303.42340087890625>, <tf.Tensor: shape=(), dtype=float32, numpy=-56.70138931274414>, <tf.Tensor: shape=(), dtype=float32, numpy=-476.86444091796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-36.7661247253418>, <tf.Tensor: shape=(), dtype=float32, numpy=855.1817016601562>]"
3,0.8310146331787109,"[array([ 21,  13, 161,  11, 190]), array([ 18,  16,  68,  30, 131]), array([ 14,  11, 180, 142, 250])]",1002.5111,False,1,1,0.7616384461522102,0.039229309144455105,"[<tf.Tensor: shape=(), dtype=float32, numpy=28.19949722290039>, <tf.Tensor: shape=(), dtype=float32, numpy=1002.5111083984375>, <tf.Tensor: shape=(), dtype=float32, numpy=-496.5934143066406>, <tf.Tensor: shape=(), dtype=float32, numpy=-126.86515045166016>, <tf.Tensor: shape=(), dtype=float32, numpy=-565.6958618164062>, <tf.Tensor: shape=(), dtype=float32, numpy=-352.07977294921875>, <tf.Tensor: shape=(), dtype=float32, numpy=-128.8065185546875>, <tf.Tensor: shape=(), dtype=float32, numpy=-479.4263916015625>, <tf.Tensor: shape=(), dtype=float32, numpy=4.060174942016602>, <tf.Tensor: shape=(), dtype=float32, numpy=864.8226318359375>]"
4,0.8343068957328796,"[array([ 21,  13, 161,  11, 188]), array([ 16,  17,  66,  30, 131]), array([ 14,  11, 180, 142, 194])]",1026.1256,False,1,1,0.7689271226525307,0.04233345469206914,"[<tf.Tensor: shape=(), dtype=float32, numpy=31.329221725463867>, <tf.Tensor: shape=(), dtype=float32, numpy=1026.1256103515625>, <tf.Tensor: shape=(), dtype=float32, numpy=-492.28424072265625>, <tf.Tensor: shape=(), dtype=float32, numpy=-139.07516479492188>, <tf.Tensor: shape=(), dtype=float32, numpy=-582.0038452148438>, <tf.Tensor: shape=(), dtype=float32, numpy=-366.456787109375>, <tf.Tensor: shape=(), dtype=float32, numpy=-145.44369506835938>, <tf.Tensor: shape=(), dtype=float32, numpy=-477.7022705078125>, <tf.Tensor: shape=(), dtype=float32, numpy=30.256105422973633>, <tf.Tensor: shape=(), dtype=float32, numpy=868.3836669921875>]"
