gen,best fitness,best individual,best confidence,best success,true label,predicted label,average fitness,std fitness,prediction
0,0.8570464253425598,"[array([ 22,  15, 161,  51, 106]), array([20, 10, 20, 13,  5]), array([ 25,  29, 151, 163, 230])]",1421.2225,False,0,0,0.7351475179195404,0.04929443318362182,"[<tf.Tensor: shape=(), dtype=float32, numpy=1421.2225341796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-530.7830200195312>, <tf.Tensor: shape=(), dtype=float32, numpy=474.8849792480469>, <tf.Tensor: shape=(), dtype=float32, numpy=456.2418518066406>, <tf.Tensor: shape=(), dtype=float32, numpy=-393.1584777832031>, <tf.Tensor: shape=(), dtype=float32, numpy=-15.312582015991211>, <tf.Tensor: shape=(), dtype=float32, numpy=-379.18865966796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-103.79241180419922>, <tf.Tensor: shape=(), dtype=float32, numpy=-519.45654296875>, <tf.Tensor: shape=(), dtype=float32, numpy=-295.6294250488281>]"
1,0.8570464253425598,"[array([ 22,  15, 161,  51, 106]), array([20, 10, 20, 13,  5]), array([ 25,  29, 151, 163, 230])]",1421.2225,False,0,0,0.7511269271373748,0.04105798310288729,"[<tf.Tensor: shape=(), dtype=float32, numpy=1421.2225341796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-530.7830200195312>, <tf.Tensor: shape=(), dtype=float32, numpy=474.8849792480469>, <tf.Tensor: shape=(), dtype=float32, numpy=456.2418518066406>, <tf.Tensor: shape=(), dtype=float32, numpy=-393.1584777832031>, <tf.Tensor: shape=(), dtype=float32, numpy=-15.312582015991211>, <tf.Tensor: shape=(), dtype=float32, numpy=-379.18865966796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-103.79241180419922>, <tf.Tensor: shape=(), dtype=float32, numpy=-519.45654296875>, <tf.Tensor: shape=(), dtype=float32, numpy=-295.6294250488281>]"
2,0.8570464253425598,"[array([ 22,  15, 161,  51, 106]), array([20, 10, 20, 13,  5]), array([ 25,  29, 151, 163, 230])]",1421.2225,False,0,0,0.7593146786093712,0.05555041932389379,"[<tf.Tensor: shape=(), dtype=float32, numpy=1421.2225341796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-530.7830200195312>, <tf.Tensor: shape=(), dtype=float32, numpy=474.8849792480469>, <tf.Tensor: shape=(), dtype=float32, numpy=456.2418518066406>, <tf.Tensor: shape=(), dtype=float32, numpy=-393.1584777832031>, <tf.Tensor: shape=(), dtype=float32, numpy=-15.312582015991211>, <tf.Tensor: shape=(), dtype=float32, numpy=-379.18865966796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-103.79241180419922>, <tf.Tensor: shape=(), dtype=float32, numpy=-519.45654296875>, <tf.Tensor: shape=(), dtype=float32, numpy=-295.6294250488281>]"
3,0.8857865333557129,"[array([ 22,  15, 161,  56, 106]), array([19, 10, 20, 13,  5]), array([ 25,  11, 119, 173, 119])]",1404.6752,False,0,0,0.7937474459409714,0.04839377020820217,"[<tf.Tensor: shape=(), dtype=float32, numpy=1404.6751708984375>, <tf.Tensor: shape=(), dtype=float32, numpy=-492.6705017089844>, <tf.Tensor: shape=(), dtype=float32, numpy=436.67291259765625>, <tf.Tensor: shape=(), dtype=float32, numpy=451.50872802734375>, <tf.Tensor: shape=(), dtype=float32, numpy=-410.2135314941406>, <tf.Tensor: shape=(), dtype=float32, numpy=-23.095380783081055>, <tf.Tensor: shape=(), dtype=float32, numpy=-386.051025390625>, <tf.Tensor: shape=(), dtype=float32, numpy=-106.93866729736328>, <tf.Tensor: shape=(), dtype=float32, numpy=-503.8359680175781>, <tf.Tensor: shape=(), dtype=float32, numpy=-261.3868408203125>]"
4,0.8871378302574158,"[array([ 24,  15, 161,  56, 106]), array([19, 10, 20, 13,  5]), array([ 25,  11, 127,  59,  73])]",1437.4408,False,0,0,0.8077973648905754,0.04342317730819003,"[<tf.Tensor: shape=(), dtype=float32, numpy=1437.4407958984375>, <tf.Tensor: shape=(), dtype=float32, numpy=-568.5275268554688>, <tf.Tensor: shape=(), dtype=float32, numpy=516.070556640625>, <tf.Tensor: shape=(), dtype=float32, numpy=478.99359130859375>, <tf.Tensor: shape=(), dtype=float32, numpy=-366.694091796875>, <tf.Tensor: shape=(), dtype=float32, numpy=4.376429080963135>, <tf.Tensor: shape=(), dtype=float32, numpy=-381.131591796875>, <tf.Tensor: shape=(), dtype=float32, numpy=-127.11981201171875>, <tf.Tensor: shape=(), dtype=float32, numpy=-515.9754028320312>, <tf.Tensor: shape=(), dtype=float32, numpy=-345.7479248046875>]"
