gen,best fitness,best individual,best confidence,best success,true label,predicted label,average fitness,std fitness,prediction
0,0.8422473073005676,"[array([30, 11, 41, 90, 22]), array([ 15,  16, 127,  19, 102]), array([ 21,   2, 172,  70, 157])]",1028.202,False,2,2,0.7461237132549285,0.04390766402164841,"[<tf.Tensor: shape=(), dtype=float32, numpy=316.73858642578125>, <tf.Tensor: shape=(), dtype=float32, numpy=85.9350814819336>, <tf.Tensor: shape=(), dtype=float32, numpy=1028.2020263671875>, <tf.Tensor: shape=(), dtype=float32, numpy=-45.40536880493164>, <tf.Tensor: shape=(), dtype=float32, numpy=-456.33172607421875>, <tf.Tensor: shape=(), dtype=float32, numpy=-351.98956298828125>, <tf.Tensor: shape=(), dtype=float32, numpy=106.60169982910156>, <tf.Tensor: shape=(), dtype=float32, numpy=-144.10968017578125>, <tf.Tensor: shape=(), dtype=float32, numpy=-428.3232727050781>, <tf.Tensor: shape=(), dtype=float32, numpy=-194.51638793945312>]"
1,0.8595131039619446,"[array([  3,  16,  91, 168, 186]), array([ 10,   5, 153,   9,  10]), array([ 16,  30,  44, 179,  49])]",1077.5085,False,2,2,0.7631799682974816,0.04387095747295346,"[<tf.Tensor: shape=(), dtype=float32, numpy=327.0927429199219>, <tf.Tensor: shape=(), dtype=float32, numpy=100.8971939086914>, <tf.Tensor: shape=(), dtype=float32, numpy=1077.508544921875>, <tf.Tensor: shape=(), dtype=float32, numpy=-55.81396484375>, <tf.Tensor: shape=(), dtype=float32, numpy=-466.7258605957031>, <tf.Tensor: shape=(), dtype=float32, numpy=-380.9859619140625>, <tf.Tensor: shape=(), dtype=float32, numpy=132.31077575683594>, <tf.Tensor: shape=(), dtype=float32, numpy=-178.04315185546875>, <tf.Tensor: shape=(), dtype=float32, numpy=-446.4622497558594>, <tf.Tensor: shape=(), dtype=float32, numpy=-204.28697204589844>]"
2,0.8595131039619446,"[array([  3,  16,  91, 168, 186]), array([ 10,   5, 153,   9,  10]), array([ 16,  30,  44, 179,  49])]",1077.5085,False,2,2,0.7785504475235939,0.039813680766573,"[<tf.Tensor: shape=(), dtype=float32, numpy=327.0927429199219>, <tf.Tensor: shape=(), dtype=float32, numpy=100.8971939086914>, <tf.Tensor: shape=(), dtype=float32, numpy=1077.508544921875>, <tf.Tensor: shape=(), dtype=float32, numpy=-55.81396484375>, <tf.Tensor: shape=(), dtype=float32, numpy=-466.7258605957031>, <tf.Tensor: shape=(), dtype=float32, numpy=-380.9859619140625>, <tf.Tensor: shape=(), dtype=float32, numpy=132.31077575683594>, <tf.Tensor: shape=(), dtype=float32, numpy=-178.04315185546875>, <tf.Tensor: shape=(), dtype=float32, numpy=-446.4622497558594>, <tf.Tensor: shape=(), dtype=float32, numpy=-204.28697204589844>]"
3,0.8778924942016602,"[array([ 30,  15,  72, 166,  26]), array([ 28,  30,  36, 216,  12]), array([ 13,  22,   9, 155,  30])]",1069.4476,False,2,2,0.8014917731285095,0.035236151449023596,"[<tf.Tensor: shape=(), dtype=float32, numpy=330.28955078125>, <tf.Tensor: shape=(), dtype=float32, numpy=102.55086517333984>, <tf.Tensor: shape=(), dtype=float32, numpy=1069.4476318359375>, <tf.Tensor: shape=(), dtype=float32, numpy=-58.452999114990234>, <tf.Tensor: shape=(), dtype=float32, numpy=-461.22344970703125>, <tf.Tensor: shape=(), dtype=float32, numpy=-381.49462890625>, <tf.Tensor: shape=(), dtype=float32, numpy=127.52772521972656>, <tf.Tensor: shape=(), dtype=float32, numpy=-176.82984924316406>, <tf.Tensor: shape=(), dtype=float32, numpy=-441.3175964355469>, <tf.Tensor: shape=(), dtype=float32, numpy=-203.2406005859375>]"
4,0.8870323896408081,"[array([30, 11, 41, 18, 22]), array([ 11,  10,  37, 210,  14]), array([  8,  28,   7, 155,  78])]",1071.9644,False,2,2,0.820880974829197,0.03359260761610839,"[<tf.Tensor: shape=(), dtype=float32, numpy=326.1625671386719>, <tf.Tensor: shape=(), dtype=float32, numpy=96.69261932373047>, <tf.Tensor: shape=(), dtype=float32, numpy=1071.96435546875>, <tf.Tensor: shape=(), dtype=float32, numpy=-53.50619125366211>, <tf.Tensor: shape=(), dtype=float32, numpy=-466.0595397949219>, <tf.Tensor: shape=(), dtype=float32, numpy=-374.4732666015625>, <tf.Tensor: shape=(), dtype=float32, numpy=128.63038635253906>, <tf.Tensor: shape=(), dtype=float32, numpy=-172.2113494873047>, <tf.Tensor: shape=(), dtype=float32, numpy=-443.59722900390625>, <tf.Tensor: shape=(), dtype=float32, numpy=-205.70819091796875>]"
